field_name,feature_name,weight,abs_weight
total,width_norm,-0.2691377877500873,0.2691377877500873
total,contains_currency_marker,0.26586263867402826,0.26586263867402826
total,upper_ratio,0.25630099104614285,0.25630099104614285
total,area_norm,0.25313327411886855,0.25313327411886855
total,contains_amount_pattern,0.2491798984386706,0.2491798984386706
total,amount_match_count,0.2491798984386706,0.2491798984386706
total,x_left_norm,0.2400420337420822,0.2400420337420822
total,height_norm,0.19851695730437102,0.19851695730437102
total,x_center_norm,0.19457998543223065,0.19457998543223065
total,nearest_date_hint_norm,0.17071799488772907,0.17071799488772907
total,source_is_regex,-0.1648960321539863,0.1648960321539863
total,source_is_line,0.16489603215397552,0.16489603215397552
total,y_top_norm,-0.14310247861068462,0.14310247861068462
total,y_center_norm,-0.13871213003935196,0.13871213003935196
total,x_right_norm,0.13767276625410654,0.13767276625410654
total,y_bottom_norm,-0.1343423394917622,0.1343423394917622
total,contains_total_hint,-0.1310736145039257,0.1310736145039257
total,nearest_address_hint_norm,-0.057884207258175925,0.057884207258175925
total,nearest_company_hint_norm,0.03761792115338101,0.03761792115338101
total,rank_from_top_norm,-0.020541044812320417,0.020541044812320417
total,rank_from_bottom_norm,0.02054104481231249,0.02054104481231249
total,amount_value_norm,-0.01978998205784933,0.01978998205784933
total,token_count,-0.008682732692910347,0.008682732692910347
total,n_lines,0.0,0.0
total,contains_date_pattern,0.0,0.0
total,contains_date_hint,0.0,0.0
total,contains_company_hint,0.0,0.0
total,contains_address_hint,0.0,0.0
total,contains_address_number,0.0,0.0
total,contains_entity_suffix,0.0,0.0
total,contains_street_token,0.0,0.0
total,source_is_span,0.0,0.0
total,amount_is_doc_max,0.0,0.0
